challenge_id,phase_1_status,phase_1_completed_at,phase_2_status,phase_2_completed_at,funded_at,failed_reason,days_to_fail_or_pass
CH001715,passed,2025-10-16,passed,2025-11-04,2025-11-07,,40
CH001716,passed,2025-10-01,passed,2025-10-18,2025-10-19,,30
CH001717,passed,2025-09-30,passed,2025-10-16,2025-10-19,,31
CH001718,failed,2025-09-14,not_reached,,,max_drawdown,15
CH001719,passed,2025-09-10,failed,2025-09-18,,consistency_rule,11
CH001720,failed,2025-09-14,not_reached,,,rule_violation,10
CH001721,passed,2025-10-02,passed,2025-10-10,2025-10-11,,22
CH001722,passed,2025-09-16,passed,2025-09-20,2025-09-21,,11
CH001723,failed,2025-09-20,not_reached,,,inactivity,10
CH001724,failed,2025-10-18,not_reached,,,inactivity,11
CH001725,failed,2025-09-20,not_reached,,,max_drawdown,6
CH001726,failed,2025-10-05,not_reached,,,daily_loss_limit,11
CH001727,failed,2025-10-01,not_reached,,,inactivity,10
CH001728,passed,2025-09-15,failed,2025-09-27,,max_drawdown,23
CH001729,passed,2025-10-18,failed,2025-10-23,,consistency_rule,20
CH001730,passed,2025-11-19,failed,2025-12-01,,daily_loss_limit,32
CH001731,passed,2025-10-14,passed,2025-10-30,2025-11-01,,39
CH001732,passed,2025-12-06,failed,2025-12-11,,rule_violation,20
CH001733,failed,2025-09-23,not_reached,,,daily_loss_limit,8
CH001734,failed,2025-10-20,not_reached,,,max_drawdown,11
CH001735,passed,2025-09-30,failed,2025-10-10,,inactivity,24
CH001736,passed,2025-11-07,passed,2025-11-24,2025-11-25,,37
CH001737,failed,2025-09-23,not_reached,,,max_drawdown,16
CH001738,passed,2025-11-05,passed,2025-11-19,2025-11-20,,28
CH001739,failed,2025-10-09,not_reached,,,consistency_rule,9
CH001740,failed,2025-09-18,not_reached,,,max_drawdown,12
CH001741,failed,2025-10-02,not_reached,,,max_drawdown,4
CH001742,failed,2025-11-04,not_reached,,,consistency_rule,9
CH001743,failed,2025-09-22,not_reached,,,consistency_rule,3
CH001744,passed,2025-10-06,passed,2025-10-12,2025-10-15,,18
CH001745,failed,2025-10-19,not_reached,,,consistency_rule,16
CH001746,failed,2025-10-17,not_reached,,,max_drawdown,17
CH001747,passed,2025-10-15,failed,2025-10-29,,consistency_rule,37
CH001748,passed,2025-10-06,failed,2025-10-22,,max_drawdown,35
CH001749,failed,2025-09-29,not_reached,,,daily_loss_limit,13
CH001750,passed,2025-10-04,passed,2025-10-14,2025-10-17,,22
CH001751,failed,2025-09-28,not_reached,,,max_drawdown,5
CH001752,passed,2025-10-08,passed,2025-10-24,2025-10-27,,23
CH001753,failed,2025-09-27,not_reached,,,max_drawdown,16
CH001754,passed,2025-09-22,failed,2025-10-01,,max_drawdown,15
CH001755,passed,2025-10-29,passed,2025-11-04,2025-11-06,,17
CH001756,passed,2025-09-22,failed,2025-10-03,,max_drawdown,18
CH001757,failed,2025-09-18,not_reached,,,daily_loss_limit,9
CH001758,passed,2025-09-21,passed,2025-09-30,2025-10-01,,17
CH001759,passed,2025-10-10,failed,2025-10-27,,consistency_rule,32
CH001760,passed,2025-10-11,passed,2025-10-19,2025-10-21,,21
CH001761,failed,2025-10-05,not_reached,,,rule_violation,18
CH001762,failed,2025-09-26,not_reached,,,daily_loss_limit,13
CH001763,failed,2025-10-13,not_reached,,,rule_violation,18
CH001764,passed,2025-10-05,failed,2025-10-19,,inactivity,24
CH001765,passed,2025-10-04,failed,2025-10-11,,max_drawdown,18
CH001766,passed,2025-11-12,passed,2025-11-16,2025-11-18,,16
CH001767,passed,2025-09-27,failed,2025-10-16,,consistency_rule,36
CH001768,passed,2025-10-01,failed,2025-10-15,,max_drawdown,23
CH001769,failed,2025-11-24,not_reached,,,daily_loss_limit,12
CH001770,passed,2025-09-22,passed,2025-09-26,2025-09-28,,14
CH001771,passed,2025-09-26,failed,2025-10-07,,consistency_rule,19
CH001772,failed,2025-10-14,not_reached,,,daily_loss_limit,17
CH001773,failed,2025-11-12,not_reached,,,rule_violation,11
CH001774,failed,2025-10-07,not_reached,,,max_drawdown,12
CH001775,failed,2025-09-18,not_reached,,,rule_violation,6
CH001776,passed,2025-10-26,passed,2025-11-10,2025-11-11,,30
CH001777,passed,2025-10-11,failed,2025-10-27,,rule_violation,38
CH001778,passed,2025-10-09,passed,2025-10-19,2025-10-22,,20
CH001779,passed,2025-09-23,passed,2025-09-30,2025-10-03,,13
CH001780,passed,2025-10-11,failed,2025-10-22,,max_drawdown,25
CH001781,failed,2025-10-03,not_reached,,,inactivity,11
CH001782,passed,2025-09-29,failed,2025-10-11,,consistency_rule,17
CH001783,passed,2025-10-16,failed,2025-10-22,,max_drawdown,24
CH001784,passed,2025-10-08,failed,2025-10-21,,daily_loss_limit,24
CH001785,passed,2025-11-23,failed,2025-12-06,,consistency_rule,30
CH001786,failed,2025-09-28,not_reached,,,daily_loss_limit,12
CH001787,passed,2025-10-23,passed,2025-11-02,2025-11-03,,31
CH001788,passed,2025-10-14,passed,2025-10-31,2025-11-01,,28
CH001789,passed,2026-02-15,failed,2026-02-21,,max_drawdown,23
CH001790,failed,2025-10-15,not_reached,,,daily_loss_limit,10
CH001791,failed,2025-09-27,not_reached,,,max_drawdown,7
CH001792,passed,2025-09-29,passed,2025-10-08,2025-10-10,,12
CH001793,failed,2025-10-21,not_reached,,,max_drawdown,16
CH001794,passed,2025-10-17,passed,2025-10-23,2025-10-25,,18
CH001795,passed,2025-09-30,passed,2025-10-08,2025-10-11,,13
CH001796,passed,2025-09-20,passed,2025-09-29,2025-10-02,,13
CH001797,passed,2025-11-22,passed,2025-12-06,2025-12-09,,25
CH001798,failed,2025-10-03,not_reached,,,max_drawdown,13
CH001799,failed,2025-10-07,not_reached,,,inactivity,14
CH001800,passed,2025-10-09,passed,2025-10-20,2025-10-21,,26
CH001801,passed,2025-10-09,passed,2025-10-17,2025-10-19,,24
CH001802,passed,2025-09-29,passed,2025-10-08,2025-10-10,,20
CH001803,passed,2025-09-23,passed,2025-10-04,2025-10-05,,21
CH001804,failed,2025-10-17,not_reached,,,max_drawdown,16
CH001805,failed,2025-11-12,not_reached,,,daily_loss_limit,16
CH001806,failed,2025-09-30,not_reached,,,consistency_rule,13
CH001807,passed,2025-09-29,failed,2025-10-13,,max_drawdown,29
CH001808,failed,2025-10-08,not_reached,,,max_drawdown,10
CH001809,failed,2025-10-09,not_reached,,,inactivity,15
CH001810,passed,2025-09-28,failed,2025-10-07,,daily_loss_limit,22
CH001811,failed,2025-10-22,not_reached,,,daily_loss_limit,12
CH001812,passed,2025-10-14,failed,2025-10-26,,max_drawdown,28
CH001813,passed,2025-11-06,failed,2025-11-15,,max_drawdown,15
CH001814,failed,2025-10-15,not_reached,,,rule_violation,12
CH001815,passed,2025-10-11,failed,2025-10-22,,rule_violation,19
CH001816,failed,2025-10-06,not_reached,,,daily_loss_limit,11
CH001817,failed,2025-10-22,not_reached,,,inactivity,22
CH001818,passed,2025-10-06,failed,2025-10-12,,consistency_rule,18
CH001819,passed,2025-10-11,passed,2025-10-19,2025-10-21,,18
CH001820,passed,2025-10-03,passed,2025-10-07,2025-10-08,,20
CH001821,passed,2025-10-19,passed,2025-10-27,2025-10-30,,24
CH001822,failed,2025-10-12,not_reached,,,inactivity,10
CH001823,failed,2025-10-15,not_reached,,,consistency_rule,12
CH001824,passed,2025-10-07,passed,2025-10-15,2025-10-18,,15
CH001825,failed,2025-10-18,not_reached,,,max_drawdown,14
CH001826,passed,2025-10-09,failed,2025-10-16,,inactivity,22
CH001827,failed,2025-10-10,not_reached,,,inactivity,10
CH001828,passed,2025-10-14,passed,2025-10-26,2025-10-29,,24
CH001829,passed,2025-10-01,passed,2025-10-05,2025-10-06,,14
CH001830,failed,2025-10-13,not_reached,,,daily_loss_limit,3
CH001831,failed,2025-10-10,not_reached,,,daily_loss_limit,17
CH001832,failed,2025-10-04,not_reached,,,inactivity,10
CH001833,failed,2025-10-20,not_reached,,,inactivity,11
CH001834,passed,2025-10-06,passed,2025-10-17,2025-10-18,,21
CH001835,passed,2025-10-25,failed,2025-10-31,,daily_loss_limit,23
CH001836,passed,2025-10-21,passed,2025-11-08,2025-11-11,,34
CH001837,failed,2025-10-20,not_reached,,,inactivity,6
CH001838,failed,2025-10-13,not_reached,,,inactivity,5
CH001839,passed,2025-10-08,passed,2025-10-21,2025-10-24,,33
CH001840,passed,2025-10-31,passed,2025-11-13,2025-11-14,,32
CH001841,failed,2025-10-04,not_reached,,,daily_loss_limit,5
CH001842,passed,2025-10-09,failed,2025-10-13,,inactivity,15
CH001843,failed,2025-11-09,not_reached,,,max_drawdown,4
CH001844,failed,2025-10-25,not_reached,,,rule_violation,17
CH001845,failed,2025-10-08,not_reached,,,daily_loss_limit,3
CH001846,failed,2025-10-25,not_reached,,,consistency_rule,11
CH001847,failed,2025-10-19,not_reached,,,daily_loss_limit,19
CH001848,failed,2025-10-08,not_reached,,,daily_loss_limit,10
CH001849,failed,2025-10-19,not_reached,,,consistency_rule,20
CH001850,passed,2025-10-18,passed,2025-10-31,2025-11-01,,31
CH001851,passed,2025-10-04,passed,2025-10-11,2025-10-14,,16
CH001852,failed,2025-10-18,not_reached,,,max_drawdown,11
CH001853,passed,2025-10-16,failed,2025-10-26,,max_drawdown,23
CH001854,passed,2025-10-04,failed,2025-10-13,,inactivity,18
CH001855,failed,2025-10-30,not_reached,,,max_drawdown,6
CH001856,failed,2025-11-04,not_reached,,,daily_loss_limit,19
CH001857,passed,2025-10-16,failed,2025-10-26,,consistency_rule,22
CH001858,failed,2025-10-14,not_reached,,,max_drawdown,16
CH001859,passed,2025-10-20,passed,2025-11-13,2025-11-16,,34
CH001860,passed,2025-10-24,failed,2025-11-02,,inactivity,17
CH001861,failed,2025-10-13,not_reached,,,daily_loss_limit,10
CH001862,failed,2025-10-28,not_reached,,,inactivity,16
CH001863,passed,2025-10-17,passed,2025-11-04,2025-11-07,,36
CH001864,passed,2025-12-15,passed,2025-12-22,2025-12-24,,18
CH001865,passed,2025-11-02,passed,2025-11-12,2025-11-15,,27
CH001866,failed,2025-10-03,not_reached,,,inactivity,3
CH001867,failed,2025-11-04,not_reached,,,inactivity,24
CH001868,failed,2025-10-26,not_reached,,,max_drawdown,8
CH001869,failed,2025-10-28,not_reached,,,daily_loss_limit,13
CH001870,passed,2025-12-12,passed,2025-12-24,2025-12-27,,26
CH001871,failed,2025-10-07,not_reached,,,max_drawdown,12
CH001872,failed,2025-10-25,not_reached,,,rule_violation,9
CH001873,failed,2025-10-27,not_reached,,,max_drawdown,19
CH001874,failed,2025-10-24,not_reached,,,consistency_rule,17
CH001875,passed,2025-10-15,failed,2025-10-25,,consistency_rule,28
CH001876,passed,2025-11-30,failed,2025-12-15,,rule_violation,28
CH001877,failed,2025-10-26,not_reached,,,daily_loss_limit,9
CH001878,passed,2025-10-12,failed,2025-10-22,,max_drawdown,22
CH001879,passed,2025-11-07,passed,2025-11-15,2025-11-16,,29
CH001880,passed,2025-10-14,failed,2025-10-18,,consistency_rule,9
CH001881,failed,2025-10-21,not_reached,,,max_drawdown,15
CH001882,passed,2025-10-17,passed,2025-10-24,2025-10-26,,13
CH001883,failed,2025-10-28,not_reached,,,max_drawdown,10
CH001884,failed,2025-10-19,not_reached,,,inactivity,7
CH001885,failed,2025-11-13,not_reached,,,rule_violation,12
CH001886,failed,2025-12-12,not_reached,,,consistency_rule,4
CH001887,passed,2025-10-19,failed,2025-11-01,,rule_violation,21
CH001888,failed,2025-10-21,not_reached,,,inactivity,21
CH001889,failed,2025-10-20,not_reached,,,max_drawdown,12
CH001890,passed,2025-10-25,passed,2025-10-29,2025-10-30,,19
CH001891,failed,2025-11-01,not_reached,,,max_drawdown,16
CH001892,passed,2025-10-27,passed,2025-11-11,2025-11-13,,37
CH001893,failed,2025-10-27,not_reached,,,max_drawdown,16
CH001894,failed,2025-10-23,not_reached,,,inactivity,7
CH001895,failed,2025-10-26,not_reached,,,rule_violation,13
CH001896,passed,2025-10-19,failed,2025-10-26,,consistency_rule,22
CH001897,passed,2025-10-15,passed,2025-10-19,2025-10-20,,17
CH001898,failed,2025-10-27,not_reached,,,inactivity,15
CH001899,failed,2025-10-22,not_reached,,,daily_loss_limit,15
CH001900,failed,2025-11-15,not_reached,,,consistency_rule,9
CH001901,passed,2026-01-03,failed,2026-01-22,,max_drawdown,40
CH001902,failed,2025-10-20,not_reached,,,inactivity,12
CH001903,failed,2025-11-22,not_reached,,,inactivity,8
CH001904,passed,2025-10-19,failed,2025-10-26,,consistency_rule,15
CH001905,failed,2025-11-11,not_reached,,,consistency_rule,6
CH001906,passed,2025-12-10,passed,2025-12-16,2025-12-17,,16
CH001907,failed,2025-10-18,not_reached,,,max_drawdown,9
CH001908,passed,2025-10-24,failed,2025-11-02,,max_drawdown,22
CH001909,passed,2025-11-20,passed,2025-11-29,2025-11-30,,18
CH001910,failed,2025-10-18,not_reached,,,consistency_rule,8
CH001911,failed,2025-10-27,not_reached,,,max_drawdown,6
CH001912,failed,2025-11-20,not_reached,,,consistency_rule,11
CH001913,passed,2025-10-21,failed,2025-10-26,,max_drawdown,15
CH001914,failed,2025-10-27,not_reached,,,daily_loss_limit,18
CH001915,failed,2025-10-10,not_reached,,,max_drawdown,12
CH001916,failed,2025-11-22,not_reached,,,consistency_rule,14
CH001917,failed,2025-10-15,not_reached,,,consistency_rule,16
CH001918,failed,2025-10-22,not_reached,,,inactivity,10
CH001919,passed,2025-10-22,passed,2025-10-29,2025-10-30,,10
CH001920,passed,2025-12-01,failed,2025-12-09,,max_drawdown,21
CH001921,passed,2025-10-18,passed,2025-11-01,2025-11-03,,29
CH001922,passed,2025-10-27,passed,2025-11-03,2025-11-05,,19
CH001923,failed,2025-11-06,not_reached,,,rule_violation,23
CH001924,passed,2025-11-20,passed,2025-11-24,2025-11-26,,13
CH001925,failed,2025-10-18,not_reached,,,rule_violation,10
CH001926,passed,2025-10-07,passed,2025-10-18,2025-10-20,,21
CH001927,passed,2025-11-18,passed,2025-12-05,2025-12-06,,40
CH001928,failed,2025-10-31,not_reached,,,max_drawdown,14
CH001929,failed,2025-10-27,not_reached,,,consistency_rule,15
CH001930,failed,2025-10-19,not_reached,,,daily_loss_limit,8
CH001931,passed,2025-11-14,failed,2025-11-23,,max_drawdown,22
CH001932,failed,2025-10-13,not_reached,,,daily_loss_limit,11
CH001933,failed,2025-11-08,not_reached,,,max_drawdown,12
CH001934,passed,2025-10-24,failed,2025-11-03,,max_drawdown,22
CH001935,passed,2025-11-05,passed,2025-11-15,2025-11-17,,27
CH001936,passed,2025-11-07,failed,2025-11-22,,daily_loss_limit,25
CH001937,failed,2025-11-01,not_reached,,,daily_loss_limit,16
CH001938,failed,2025-10-27,not_reached,,,consistency_rule,11
CH001939,failed,2025-12-02,not_reached,,,consistency_rule,16
CH001940,failed,2025-12-18,not_reached,,,rule_violation,6
CH001941,failed,2025-11-04,not_reached,,,max_drawdown,16
CH001942,failed,2025-10-12,not_reached,,,consistency_rule,5
CH001943,passed,2025-10-26,passed,2025-10-30,2025-10-31,,7
CH001944,failed,2025-10-25,not_reached,,,inactivity,10
CH001945,failed,2025-10-29,not_reached,,,inactivity,13
CH001946,failed,2025-10-13,not_reached,,,rule_violation,3
CH001947,failed,2025-10-21,not_reached,,,inactivity,6
CH001948,failed,2025-11-02,not_reached,,,inactivity,14
CH001949,failed,2025-10-29,not_reached,,,inactivity,16
CH001950,passed,2025-10-18,passed,2025-10-22,2025-10-25,,7
CH001951,failed,2025-10-22,not_reached,,,max_drawdown,7
CH001952,failed,2025-11-28,not_reached,,,consistency_rule,19
CH001953,passed,2025-10-20,failed,2025-10-29,,daily_loss_limit,17
CH001954,failed,2025-10-23,not_reached,,,daily_loss_limit,12
CH001955,failed,2025-10-28,not_reached,,,inactivity,11
CH001956,passed,2025-11-08,passed,2025-11-14,2025-11-16,,18
CH001957,passed,2025-11-11,passed,2025-11-26,2025-11-27,,27
CH001958,passed,2025-10-28,failed,2025-11-10,,max_drawdown,29
CH001959,passed,2025-10-31,passed,2025-11-12,2025-11-14,,23
CH001960,passed,2025-11-02,failed,2025-11-13,,inactivity,23
CH001961,passed,2025-10-24,passed,2025-11-05,2025-11-08,,25
CH001962,passed,2025-11-10,failed,2025-11-22,,max_drawdown,26
CH001963,failed,2025-10-23,not_reached,,,max_drawdown,9
CH001964,failed,2025-10-25,not_reached,,,max_drawdown,6
CH001965,failed,2025-10-23,not_reached,,,daily_loss_limit,12
CH001966,failed,2025-10-24,not_reached,,,inactivity,14
CH001967,failed,2025-10-30,not_reached,,,max_drawdown,13
CH001968,failed,2025-10-22,not_reached,,,max_drawdown,5
CH001969,passed,2025-10-15,passed,2025-10-20,2025-10-21,,13
CH001970,failed,2025-11-28,not_reached,,,inactivity,7
CH001971,failed,2025-12-26,not_reached,,,max_drawdown,14
CH001972,failed,2025-10-27,not_reached,,,daily_loss_limit,11
CH001973,passed,2025-11-15,passed,2025-11-30,2025-12-01,,36
CH001974,failed,2025-10-27,not_reached,,,daily_loss_limit,13
CH001975,failed,2025-11-30,not_reached,,,max_drawdown,12
CH001976,passed,2025-10-23,passed,2025-10-27,2025-10-30,,13
CH001977,passed,2025-11-03,failed,2025-11-18,,consistency_rule,34
CH001978,failed,2025-11-11,not_reached,,,inactivity,13
CH001979,passed,2025-12-15,failed,2025-12-21,,consistency_rule,11
CH001980,passed,2025-10-23,passed,2025-10-29,2025-10-31,,20
CH001981,failed,2025-10-25,not_reached,,,max_drawdown,18
CH001982,failed,2025-11-08,not_reached,,,daily_loss_limit,18
CH001983,failed,2025-11-15,not_reached,,,max_drawdown,18
CH001984,failed,2025-11-04,not_reached,,,rule_violation,19
CH001985,failed,2025-12-17,not_reached,,,rule_violation,17
CH001986,passed,2025-11-08,failed,2025-11-27,,rule_violation,45
CH001987,passed,2026-01-08,failed,2026-01-24,,max_drawdown,32
CH001988,failed,2025-11-03,not_reached,,,rule_violation,7
CH001989,passed,2025-10-28,failed,2025-11-08,,daily_loss_limit,28
CH001990,failed,2025-11-05,not_reached,,,inactivity,16
CH001991,failed,2025-11-23,not_reached,,,rule_violation,10
CH001992,failed,2025-11-11,not_reached,,,daily_loss_limit,14
CH001993,failed,2025-10-30,not_reached,,,max_drawdown,8
CH001994,failed,2025-10-24,not_reached,,,inactivity,11
CH001995,failed,2025-11-01,not_reached,,,max_drawdown,17
CH001996,failed,2025-12-05,not_reached,,,daily_loss_limit,12
CH001997,failed,2025-11-06,not_reached,,,max_drawdown,18
CH001998,failed,2025-11-11,not_reached,,,daily_loss_limit,14
CH001999,passed,2025-12-04,passed,2025-12-13,2025-12-15,,24
CH002000,failed,2025-10-25,not_reached,,,max_drawdown,14
CH002001,passed,2025-10-17,passed,2025-10-25,2025-10-26,,18
CH002002,failed,2025-11-06,not_reached,,,max_drawdown,22
CH002003,failed,2025-10-15,not_reached,,,daily_loss_limit,3
CH002004,failed,2025-10-17,not_reached,,,daily_loss_limit,6
CH002005,failed,2025-10-13,not_reached,,,inactivity,7
CH002006,failed,2025-11-09,not_reached,,,max_drawdown,5
CH002007,passed,2025-11-07,failed,2025-11-11,,consistency_rule,18
CH002008,failed,2025-11-07,not_reached,,,daily_loss_limit,8
CH002009,failed,2025-11-12,not_reached,,,max_drawdown,18
CH002010,failed,2025-11-15,not_reached,,,inactivity,23
CH002011,failed,2025-10-18,not_reached,,,daily_loss_limit,7
CH002012,failed,2025-10-30,not_reached,,,inactivity,5
CH002013,failed,2025-12-05,not_reached,,,rule_violation,14
CH002014,passed,2025-11-12,passed,2025-11-27,2025-11-28,,35
CH002015,failed,2025-11-15,not_reached,,,inactivity,16
CH002016,failed,2025-11-14,not_reached,,,inactivity,16
CH002017,passed,2025-11-16,passed,2025-11-23,2025-11-25,,18
CH002018,failed,2025-10-24,not_reached,,,rule_violation,12
CH002019,failed,2025-11-08,not_reached,,,daily_loss_limit,13
CH002020,failed,2025-11-02,not_reached,,,max_drawdown,13
CH002021,passed,2025-11-17,failed,2025-11-26,,consistency_rule,26
CH002022,failed,2025-11-07,not_reached,,,max_drawdown,18
CH002023,failed,2025-12-18,not_reached,,,daily_loss_limit,11
CH002024,failed,2025-11-04,not_reached,,,max_drawdown,8
CH002025,failed,2025-11-05,not_reached,,,consistency_rule,13
CH002026,failed,2025-12-05,not_reached,,,inactivity,13
CH002027,passed,2025-11-08,failed,2025-11-15,,consistency_rule,16
CH002028,passed,2025-11-05,passed,2025-11-16,2025-11-17,,23
CH002029,failed,2025-11-01,not_reached,,,max_drawdown,9
CH002030,failed,2025-11-05,not_reached,,,consistency_rule,7
CH002031,failed,2025-11-07,not_reached,,,max_drawdown,17
CH002032,passed,2025-10-28,failed,2025-11-08,,consistency_rule,14
CH002033,passed,2025-11-02,passed,2025-11-12,2025-11-14,,13
CH002034,failed,2025-11-07,not_reached,,,daily_loss_limit,13
CH002035,failed,2025-11-17,not_reached,,,max_drawdown,23
CH002036,passed,2025-11-15,failed,2025-11-29,,inactivity,29
CH002037,failed,2025-11-01,not_reached,,,inactivity,6
CH002038,passed,2025-12-08,passed,2025-12-24,2025-12-26,,24
CH002039,passed,2025-11-21,passed,2025-12-09,2025-12-12,,37
CH002040,failed,2025-10-30,not_reached,,,inactivity,11
CH002041,failed,2025-11-21,not_reached,,,max_drawdown,9
CH002042,failed,2026-01-01,not_reached,,,max_drawdown,11
CH002043,failed,2025-10-29,not_reached,,,max_drawdown,9
CH002044,passed,2025-12-13,passed,2025-12-29,2026-01-01,,34
CH002045,failed,2025-10-29,not_reached,,,inactivity,10
CH002046,passed,2025-10-30,failed,2025-11-06,,daily_loss_limit,18
CH002047,failed,2025-10-28,not_reached,,,max_drawdown,15
CH002048,failed,2025-11-02,not_reached,,,max_drawdown,15
CH002049,failed,2025-11-29,not_reached,,,rule_violation,8
CH002050,passed,2025-11-24,passed,2025-12-09,2025-12-10,,38
CH002051,passed,2025-11-26,passed,2025-12-16,2025-12-17,,41
CH002052,passed,2025-11-09,failed,2025-11-17,,max_drawdown,18
CH002053,passed,2025-11-07,failed,2025-11-18,,inactivity,21
CH002054,failed,2025-10-30,not_reached,,,rule_violation,5
CH002055,failed,2025-12-07,not_reached,,,max_drawdown,10
CH002056,passed,2025-11-13,failed,2025-12-01,,max_drawdown,34
CH002057,passed,2025-12-22,passed,2025-12-26,2025-12-29,,12
CH002058,failed,2025-11-08,not_reached,,,inactivity,17
CH002059,passed,2025-10-26,failed,2025-11-03,,max_drawdown,13
CH002060,failed,2025-11-15,not_reached,,,inactivity,11
CH002061,failed,2025-11-04,not_reached,,,daily_loss_limit,10
CH002062,failed,2025-11-09,not_reached,,,daily_loss_limit,7
CH002063,passed,2025-11-12,passed,2025-11-20,2025-11-21,,19
CH002064,failed,2025-11-10,not_reached,,,max_drawdown,23
CH002065,failed,2025-11-22,not_reached,,,max_drawdown,21
CH002066,passed,2025-11-06,passed,2025-11-20,2025-11-23,,29
CH002067,failed,2025-11-14,not_reached,,,consistency_rule,13
CH002068,passed,2025-11-22,failed,2025-11-29,,consistency_rule,25
CH002069,failed,2025-11-09,not_reached,,,consistency_rule,15
CH002070,passed,2025-12-21,passed,2025-12-29,2026-01-01,,22
CH002071,failed,2025-11-14,not_reached,,,daily_loss_limit,20
CH002072,passed,2025-11-11,passed,2025-11-21,2025-11-24,,22
CH002073,passed,2025-11-05,failed,2025-11-20,,daily_loss_limit,25
CH002074,passed,2025-11-18,passed,2025-12-06,2025-12-08,,36
CH002075,passed,2025-11-30,failed,2025-12-10,,daily_loss_limit,33
CH002076,passed,2025-11-06,failed,2025-11-18,,daily_loss_limit,21
CH002077,failed,2025-11-04,not_reached,,,max_drawdown,13
CH002078,passed,2025-11-06,failed,2025-11-10,,max_drawdown,14
CH002079,passed,2025-11-20,failed,2025-11-26,,rule_violation,21
CH002080,passed,2025-11-17,failed,2025-11-25,,daily_loss_limit,20
CH002081,passed,2025-11-28,passed,2025-12-07,2025-12-09,,27
CH002082,passed,2025-11-13,passed,2025-11-22,2025-11-25,,27
CH002083,failed,2025-11-07,not_reached,,,max_drawdown,10
CH002084,passed,2025-11-19,failed,2025-12-01,,rule_violation,30
CH002085,passed,2025-11-14,passed,2025-11-21,2025-11-23,,23
CH002086,passed,2025-11-15,failed,2025-11-23,,inactivity,11
CH002087,failed,2025-11-06,not_reached,,,rule_violation,13
CH002088,failed,2025-11-14,not_reached,,,inactivity,12
CH002089,failed,2025-11-04,not_reached,,,max_drawdown,12
CH002090,passed,2025-11-02,failed,2025-11-12,,rule_violation,16
CH002091,failed,2025-11-17,not_reached,,,consistency_rule,17
CH002092,passed,2025-12-27,passed,2026-01-09,2026-01-12,,28
CH002093,passed,2025-11-12,failed,2025-11-21,,daily_loss_limit,20
CH002094,passed,2025-12-27,passed,2026-01-07,2026-01-10,,18
CH002095,passed,2025-12-04,passed,2025-12-20,2025-12-21,,41
CH002096,failed,2025-11-29,not_reached,,,consistency_rule,22
CH002097,failed,2025-11-05,not_reached,,,consistency_rule,11
CH002098,failed,2025-11-14,not_reached,,,max_drawdown,5
CH002099,failed,2025-12-16,not_reached,,,consistency_rule,7
CH002100,passed,2025-11-10,passed,2025-11-18,2025-11-19,,19
CH002101,failed,2025-11-24,not_reached,,,daily_loss_limit,12
CH002102,failed,2026-01-21,not_reached,,,consistency_rule,27
CH002103,failed,2025-11-14,not_reached,,,daily_loss_limit,4
CH002104,failed,2025-12-20,not_reached,,,daily_loss_limit,6
CH002105,failed,2025-11-18,not_reached,,,max_drawdown,3
CH002106,failed,2025-12-19,not_reached,,,max_drawdown,11
CH002107,passed,2025-11-26,passed,2025-12-12,2025-12-15,,37
CH002108,passed,2025-12-10,passed,2025-12-25,2025-12-27,,40
CH002109,passed,2025-11-03,passed,2025-11-10,2025-11-13,,17
CH002110,passed,2025-11-20,passed,2025-12-03,2025-12-06,,26
CH002111,passed,2025-11-07,passed,2025-11-11,2025-11-12,,7
CH002112,failed,2025-11-27,not_reached,,,max_drawdown,16
CH002113,failed,2026-01-10,not_reached,,,inactivity,19
CH002114,failed,2025-11-04,not_reached,,,consistency_rule,5
CH002115,failed,2025-11-18,not_reached,,,rule_violation,16
CH002116,passed,2025-12-07,passed,2025-12-23,2025-12-24,,35
CH002117,failed,2025-11-15,not_reached,,,rule_violation,9
CH002118,failed,2025-11-08,not_reached,,,rule_violation,6
CH002119,failed,2025-12-09,not_reached,,,inactivity,8
CH002120,failed,2025-11-12,not_reached,,,inactivity,4
CH002121,failed,2025-11-27,not_reached,,,max_drawdown,7
CH002122,passed,2025-12-28,failed,2026-01-06,,max_drawdown,17
CH002123,failed,2025-11-10,not_reached,,,consistency_rule,11
CH002124,failed,2025-12-09,not_reached,,,daily_loss_limit,22
CH002125,failed,2025-11-07,not_reached,,,consistency_rule,12
CH002126,failed,2025-11-17,not_reached,,,inactivity,5
CH002127,passed,2025-11-30,passed,2025-12-21,2025-12-24,,43
CH002128,failed,2025-11-16,not_reached,,,max_drawdown,14
CH002129,passed,2025-11-29,passed,2025-12-04,2025-12-06,,21
CH002130,failed,2025-11-17,not_reached,,,max_drawdown,7
CH002131,failed,2025-12-17,not_reached,,,inactivity,8
CH002132,failed,2025-11-13,not_reached,,,consistency_rule,11
CH002133,failed,2025-11-22,not_reached,,,inactivity,9
CH002134,failed,2026-01-08,not_reached,,,max_drawdown,20
CH002135,passed,2025-11-13,failed,2025-12-01,,rule_violation,29
CH002136,failed,2025-11-17,not_reached,,,max_drawdown,7
CH002137,passed,2025-11-21,passed,2025-11-27,2025-11-30,,24
CH002138,failed,2025-11-22,not_reached,,,max_drawdown,9
CH002139,failed,2025-11-19,not_reached,,,inactivity,11
CH002140,passed,2025-11-21,passed,2025-12-03,2025-12-04,,22
